@RELATION svm_clf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {music,speech,birds}

@DATA
0.207697,0.007393,3.113517,0.250384,0.197544,0.941141,0.007419,0.269958,-26.754488,1.641258,0.519942,-0.001073,0.496162,-0.087514,-0.035191,0.042057,0.004391,-0.011204,-0.018234,0.003155,-0.021655,0.012874,0.003101,0.023932,0.011023,0.020763,0.007057,0.023959,0.002451,0.006425,0.014100,0.020911,0.003696,0.012576,0.045070,0.007036,0.134440,0.030885,0.019612,0.286499,0.003188,0.060935,0.386693,0.445836,0.342707,0.288085,0.273523,0.273496,0.243377,0.206450,0.197319,0.178242,0.182108,0.157275,0.168612,0.011772,0.002458,0.015997,0.011856,0.014020,0.006987,0.015803,0.002306,0.004923,0.011206,0.014504,0.002869,0.004399,birds
0.202195,0.016784,3.141729,0.239796,0.196500,0.988436,0.006947,0.268635,-24.910092,1.537210,0.512325,-0.008598,0.420531,0.103729,-0.178199,0.150936,-0.083379,0.069588,-0.031800,-0.015097,-0.013666,0.012436,0.002867,0.022846,0.011375,0.018312,0.007311,0.022916,0.002294,0.005767,0.012782,0.023686,0.003591,0.011845,0.063842,0.012084,0.103755,0.034627,0.022542,0.287474,0.002565,0.091330,0.435441,0.513608,0.393124,0.289578,0.303867,0.310234,0.284149,0.246217,0.232152,0.212093,0.181615,0.157543,0.182417,0.011381,0.002367,0.016520,0.010258,0.012779,0.006515,0.015989,0.001979,0.004742,0.010207,0.016113,0.003029,0.004921,birds
0.223827,0.011665,3.148499,0.300717,0.244558,1.495054,0.007904,0.339469,-27.122610,1.279538,0.262891,0.048920,0.122031,0.144270,-0.388092,0.299152,-0.331977,0.155589,-0.178405,-0.010041,0.009435,0.012970,0.003565,0.018666,0.011923,0.016516,0.014381,0.020074,0.002003,0.006864,0.013234,0.016170,0.003594,0.010929,0.051583,0.023345,0.161731,0.030190,0.038552,0.438619,0.007396,0.101658,0.753843,0.680916,0.439373,0.257740,0.216477,0.258592,0.314360,0.268539,0.243436,0.223536,0.193179,0.167566,0.160704,0.011405,0.002836,0.013922,0.011494,0.013078,0.013171,0.014638,0.002101,0.006184,0.011619,0.011717,0.003365,0.005016,birds
0.232582,0.013076,3.124908,0.294811,0.230894,1.386630,0.007729,0.322698,-26.400277,1.326306,0.269073,0.024885,0.170421,0.167174,-0.391053,0.289157,-0.357480,0.188621,-0.208955,0.000357,-0.030660,0.011867,0.003226,0.016176,0.010756,0.013833,0.012966,0.019763,0.004523,0.006075,0.012401,0.015412,0.003492,0.010268,0.070763,0.024968,0.166066,0.037704,0.038621,0.425382,0.006349,0.094323,0.922324,0.721925,0.494933,0.298898,0.196452,0.232629,0.289707,0.278685,0.258618,0.240047,0.215371,0.195970,0.179039,0.012448,0.002948,0.013482,0.010582,0.012284,0.012506,0.016338,0.006648,0.006459,0.012099,0.013966,0.003531,0.006189,birds
0.252926,0.011639,3.085200,0.311179,0.232387,1.500986,0.006828,0.367531,-26.262388,1.186826,0.378099,-0.086101,0.204626,0.205620,-0.400826,0.318187,-0.403160,0.188664,-0.189696,0.002302,-0.029552,0.009847,0.003054,0.015179,0.011339,0.013366,0.011041,0.017529,0.005419,0.005707,0.010409,0.012669,0.003347,0.009301,0.059460,0.016404,0.206539,0.037047,0.036514,0.480227,0.004680,0.105586,0.785044,0.656952,0.471782,0.263763,0.208001,0.268758,0.317483,0.303240,0.266968,0.236592,0.218385,0.201349,0.187815,0.010203,0.002734,0.011733,0.010154,0.010357,0.010188,0.014405,0.007678,0.006104,0.010539,0.012741,0.003459,0.005446,birds
0.140001,0.012268,3.089847,0.202488,0.195697,1.068408,0.006606,0.197807,-24.684043,1.972622,-0.164987,-0.082514,0.101111,0.418240,-0.130422,0.450886,-0.277818,0.102642,-0.227767,0.065894,-0.027315,0.012877,0.005031,0.028085,0.013987,0.022728,0.014402,0.026972,0.003746,0.005644,0.011745,0.022998,0.003946,0.013798,0.057748,0.012069,0.182085,0.038941,0.022703,0.356382,0.002546,0.071193,0.792211,0.605668,0.574960,0.324009,0.265996,0.249645,0.277552,0.270849,0.240319,0.212181,0.171166,0.181840,0.159753,0.011748,0.004262,0.019201,0.011891,0.015385,0.014933,0.018133,0.003344,0.005101,0.009710,0.016036,0.003319,0.006127,birds
0.109809,0.011499,2.842979,0.204093,0.224667,0.527451,0.022046,0.132917,-27.950951,1.194667,0.716012,0.256890,0.210195,0.409438,-0.088312,0.375126,-0.082268,0.198209,-0.046622,0.016577,0.005952,0.001170,0.000444,0.105542,0.001536,0.003949,0.001584,0.165952,0.001250,0.000420,0.001110,0.036321,0.000274,0.060309,0.055485,0.009399,0.225752,0.039111,0.021349,0.255676,0.018492,0.071877,0.824786,0.478751,0.321891,0.258512,0.248849,0.249122,0.244679,0.250276,0.217294,0.215080,0.212865,0.201701,0.179763,0.001616,0.000606,0.084755,0.001774,0.004871,0.003197,0.095978,0.003351,0.000448,0.001216,0.030823,0.000352,0.020719,birds
0.150933,0.019430,3.126746,0.208263,0.197156,0.994353,0.006740,0.197771,-24.300761,1.941998,-0.041186,-0.085848,0.131103,0.375719,-0.116169,0.453709,-0.289965,0.149177,-0.260941,0.066408,-0.036467,0.011993,0.005162,0.027653,0.013740,0.021219,0.011801,0.027910,0.003450,0.005220,0.011833,0.025418,0.003451,0.014281,0.057901,0.018149,0.115922,0.035914,0.021906,0.300529,0.002683,0.063011,0.764769,0.577852,0.581197,0.317234,0.254382,0.221729,0.259274,0.270114,0.238286,0.197040,0.181707,0.189525,0.173264,0.010651,0.004897,0.020474,0.011239,0.016232,0.011489,0.018865,0.003905,0.004652,0.009993,0.018855,0.003085,0.006357,birds
0.193607,0.020410,3.149344,0.242672,0.205340,1.192778,0.006692,0.277688,-24.378276,1.754445,0.160530,-0.160846,0.265371,0.295775,-0.056086,0.427701,-0.291750,0.172550,-0.256171,0.035675,-0.014125,0.010914,0.004415,0.027244,0.012336,0.018506,0.008965,0.027380,0.003837,0.004742,0.010594,0.022035,0.003064,0.013628,0.095237,0.018744,0.102389,0.058949,0.021650,0.424580,0.002727,0.128402,0.816537,0.653816,0.562970,0.362574,0.295405,0.232984,0.263264,0.266995,0.247337,0.232495,0.211113,0.192118,0.183613,0.010744,0.004185,0.022484,0.011531,0.016286,0.007135,0.020069,0.004355,0.004744,0.010303,0.018111,0.003220,0.007566,birds
0.460983,0.015972,3.215318,0.474927,0.316894,2.215879,0.004990,0.794679,-24.188798,1.581387,-0.219309,0.387791,0.139197,-0.018359,0.074717,-0.086556,-0.124753,0.121969,-0.125121,-0.108876,0.063441,0.005453,0.002547,0.008436,0.011781,0.005946,0.004557,0.010924,0.002817,0.005110,0.016999,0.025437,0.003314,0.008426,0.105930,0.008722,0.095281,0.059435,0.023130,0.349803,0.008718,0.105815,0.394830,0.221596,0.198391,0.179134,0.176995,0.157073,0.158668,0.154810,0.152074,0.156749,0.146805,0.140635,0.140282,0.003808,0.001827,0.005799,0.008267,0.004214,0.003654,0.006390,0.002192,0.003853,0.009923,0.012792,0.002524,0.003767,birds
0.393957,0.008837,3.147066,0.440273,0.290150,1.913181,0.004796,0.666240,-25.773100,1.574932,-0.150466,-0.360832,-0.099829,0.085152,0.184846,0.036029,-0.187593,-0.137183,-0.061998,0.019168,0.012030,0.005982,0.003367,0.016613,0.016998,0.009578,0.012919,0.012851,0.003972,0.006053,0.006119,0.007909,0.002557,0.009851,0.131339,0.010745,0.151341,0.064678,0.022648,0.467111,0.002403,0.139773,0.324045,0.258560,0.275892,0.318292,0.241409,0.223655,0.247718,0.220189,0.202999,0.191425,0.204832,0.176807,0.155967,0.005792,0.003588,0.014489,0.023274,0.009509,0.019777,0.012531,0.005125,0.006209,0.005135,0.006254,0.002460,0.007664,birds
0.396031,0.008145,3.167321,0.447492,0.288931,1.879109,0.004784,0.667490,-26.114211,1.619812,-0.130633,-0.339300,-0.113491,0.044571,0.182451,0.122561,-0.128213,-0.145418,-0.123168,-0.010321,0.021038,0.005640,0.003294,0.017467,0.025629,0.009496,0.010490,0.009831,0.003057,0.005390,0.005357,0.007532,0.002405,0.011508,0.136620,0.007887,0.142486,0.067217,0.020904,0.481177,0.002311,0.140798,0.330180,0.257078,0.279545,0.329417,0.230425,0.213215,0.261191,0.202920,0.178123,0.193552,0.205617,0.174063,0.166853,0.005979,0.003506,0.016103,0.031013,0.009970,0.014583,0.008773,0.003498,0.005159,0.004176,0.006463,0.002522,0.008803,birds
0.415118,0.008498,3.182731,0.450353,0.284572,2.009090,0.004257,0.695729,-26.239260,1.526704,-0.061423,-0.169829,-0.039246,-0.031421,0.080284,0.081906,-0.054946,-0.071612,-0.114674,-0.049148,0.007912,0.007338,0.003498,0.017846,0.020569,0.009478,0.007066,0.011251,0.002510,0.005211,0.006753,0.010599,0.002913,0.010028,0.138804,0.008775,0.124786,0.071115,0.024755,0.446054,0.001930,0.105766,0.281563,0.257251,0.251566,0.281117,0.213251,0.187459,0.216214,0.182858,0.172465,0.180157,0.168356,0.156810,0.154306,0.007626,0.003574,0.015680,0.023713,0.008808,0.007993,0.008895,0.002149,0.003796,0.004817,0.008032,0.002728,0.007535,birds
0.486285,0.011152,3.163759,0.477327,0.278783,2.163124,0.006607,0.727760,-25.660287,1.231508,0.079334,-0.029499,0.027905,-0.046087,-0.080183,-0.040429,-0.111386,-0.028918,-0.002562,-0.018798,-0.005425,0.006218,0.002354,0.012679,0.005559,0.006985,0.005608,0.011353,0.002283,0.005025,0.005588,0.009340,0.002713,0.005120,0.124982,0.011938,0.159486,0.072298,0.026983,0.456328,0.013382,0.089534,0.461515,0.236213,0.187962,0.206786,0.190240,0.161751,0.163193,0.168117,0.154207,0.152876,0.159190,0.152954,0.147775,0.006252,0.002070,0.010955,0.005731,0.006674,0.005231,0.009916,0.002268,0.004482,0.004613,0.009554,0.002634,0.003968,birds
0.452753,0.009499,3.183130,0.458693,0.282454,2.213660,0.003801,0.717625,-25.640247,1.229866,0.096727,-0.042950,0.027719,-0.048059,-0.059183,-0.046146,-0.105351,-0.017683,-0.000543,-0.034116,-0.004382,0.007250,0.002721,0.015054,0.006688,0.008603,0.006488,0.012871,0.002832,0.005418,0.006727,0.010190,0.003262,0.005726,0.133222,0.011915,0.147872,0.075333,0.026749,0.415938,0.001837,0.093815,0.240003,0.229592,0.194927,0.201509,0.181233,0.166960,0.153925,0.167174,0.152171,0.154199,0.143707,0.143418,0.141358,0.006557,0.002447,0.012469,0.006611,0.007948,0.005850,0.010953,0.002303,0.005011,0.005448,0.008612,0.003084,0.003933,birds
0.459621,0.007136,3.179566,0.462488,0.280394,2.266707,0.003742,0.729240,-26.020755,1.172180,0.106302,-0.024733,0.010493,-0.044095,-0.047076,-0.030110,-0.126311,-0.037906,-0.014813,-0.034463,-0.013635,0.007396,0.002682,0.014060,0.007058,0.008154,0.007271,0.011343,0.003112,0.004771,0.006161,0.008479,0.003250,0.005291,0.127522,0.009142,0.154443,0.073261,0.026760,0.422656,0.001861,0.077886,0.233057,0.222314,0.208112,0.195643,0.191567,0.179204,0.148685,0.158835,0.149930,0.148077,0.144090,0.151514,0.150284,0.006818,0.002483,0.011574,0.007576,0.007483,0.006876,0.009125,0.002615,0.004138,0.004959,0.007213,0.003026,0.003495,birds
0.096078,0.016508,2.816254,0.195454,0.225809,0.479871,0.022609,0.122948,-27.345239,1.380335,0.679433,0.329325,0.202106,0.396704,-0.064856,0.360159,-0.069113,0.207141,-0.022550,0.022620,0.045325,0.001055,0.000385,0.117516,0.001606,0.004347,0.001576,0.185047,0.001268,0.000378,0.001095,0.033700,0.000265,0.065886,0.050195,0.012184,0.221548,0.039753,0.021020,0.216728,0.014069,0.075818,0.678168,0.480415,0.303576,0.247890,0.245829,0.248506,0.241825,0.219381,0.192905,0.193593,0.198271,0.218181,0.195056,0.001200,0.000476,0.087991,0.001950,0.006360,0.002337,0.101740,0.003795,0.000406,0.001261,0.027820,0.000353,0.021604,birds
0.407536,0.029912,3.202534,0.390109,0.279440,2.097357,0.003795,0.671443,-23.204361,1.519443,-0.460098,0.638646,0.213694,0.196020,0.065565,-0.047545,-0.068132,-0.076830,0.080636,0.082578,0.053839,0.008483,0.002813,0.017886,0.005383,0.011311,0.005301,0.030659,0.002543,0.003661,0.009054,0.016249,0.002494,0.009993,0.122985,0.015507,0.102901,0.067787,0.012269,0.320925,0.001114,0.092902,1.248348,0.201746,0.150529,0.153072,0.128188,0.162145,0.162808,0.175990,0.144178,0.154694,0.138865,0.122292,0.138467,0.007268,0.002168,0.011175,0.003342,0.008443,0.003403,0.019047,0.001765,0.002303,0.005098,0.015931,0.002162,0.005701,birds
0.063319,0.020653,2.864333,0.183059,0.240074,0.362752,0.013501,0.050604,-25.514761,2.103988,0.393810,0.473910,0.394997,0.164661,0.075982,0.174025,0.088346,0.163113,0.053331,0.044310,0.085721,0.004198,0.000709,0.087130,0.003713,0.015911,0.002021,0.191435,0.000547,0.001298,0.005675,0.049784,0.000967,0.061412,0.030351,0.017536,0.220504,0.028020,0.013388,0.186247,0.008966,0.051663,0.592989,0.270798,0.207008,0.194992,0.186951,0.187695,0.178621,0.176769,0.168661,0.141791,0.138260,0.149311,0.138305,0.003985,0.000664,0.058830,0.003980,0.013883,0.001941,0.092459,0.000453,0.001052,0.004782,0.032624,0.001061,0.020289,birds
0.064200,0.019528,2.901999,0.193076,0.247824,0.367496,0.011578,0.042844,-25.102866,2.087122,0.313653,0.469887,0.369434,0.187452,0.120316,0.105843,0.101014,0.124742,0.066027,0.030237,0.068104,0.004160,0.000790,0.080838,0.003880,0.015244,0.002250,0.189449,0.000712,0.001398,0.006012,0.052785,0.000963,0.060201,0.027081,0.015896,0.189433,0.025992,0.011490,0.161075,0.006617,0.035988,0.303908,0.200906,0.196307,0.186782,0.160834,0.161681,0.147634,0.157887,0.151479,0.135485,0.142390,0.141042,0.134187,0.003875,0.000609,0.051582,0.003968,0.012644,0.002058,0.094987,0.000725,0.001085,0.005208,0.032151,0.000820,0.019836,birds
0.065994,0.024868,2.872464,0.190029,0.241538,0.383634,0.013588,0.052354,-25.028061,1.935598,0.356108,0.355847,0.430532,0.169356,0.145387,0.121852,0.084515,0.099136,0.021983,0.015700,0.065564,0.003816,0.000746,0.089763,0.003075,0.010176,0.002000,0.198913,0.000626,0.001253,0.005087,0.049486,0.000854,0.064073,0.029424,0.019917,0.207909,0.027848,0.012469,0.188862,0.008933,0.051951,0.299200,0.200486,0.195287,0.194267,0.162728,0.165971,0.147488,0.155011,0.153030,0.143395,0.155599,0.150877,0.129458,0.003795,0.000610,0.062186,0.002784,0.008493,0.001754,0.094576,0.000696,0.001097,0.005030,0.030163,0.000788,0.019733,birds
0.316070,0.008049,3.208880,0.366518,0.256206,2.330120,0.002774,0.562981,-24.422786,1.041612,0.066771,-0.524216,-0.188800,-0.442916,-0.228844,-0.354513,-0.069735,-0.147484,-0.112675,-0.137310,-0.082852,0.010767,0.005215,0.011121,0.011207,0.010061,0.014009,0.010289,0.002887,0.009638,0.011283,0.011393,0.008540,0.007441,0.046145,0.003639,0.128162,0.031351,0.010788,0.346905,0.000762,0.076350,0.588075,0.365106,0.243754,0.231316,0.198567,0.190162,0.187656,0.168085,0.173100,0.164134,0.179123,0.157774,0.162094,0.006611,0.004259,0.008268,0.008024,0.008742,0.011112,0.006677,0.002250,0.007579,0.007712,0.007262,0.006341,0.003292,birds
