@RELATION svm_clf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {music,speech,birds}

@DATA
0.096421,0.043679,3.015732,0.176042,0.177422,0.972726,0.013506,0.162895,-24.944656,0.937949,0.141749,0.176157,-0.278760,0.213562,-0.048605,0.183362,-0.022876,0.148516,-0.137686,0.053883,-0.135011,0.010275,0.009134,0.020839,0.008852,0.016188,0.008583,0.100897,0.003593,0.007500,0.010141,0.016370,0.005663,0.037141,0.051859,0.042514,0.356797,0.038486,0.041050,0.473485,0.009869,0.091452,3.005643,0.848856,0.783236,0.550516,0.523186,0.391875,0.417024,0.330578,0.308232,0.284398,0.332976,0.344334,0.322812,0.014558,0.015590,0.022478,0.013034,0.018900,0.013028,0.100708,0.006652,0.012392,0.013614,0.020845,0.008801,0.025011,speech
0.080427,0.007770,2.952343,0.186504,0.213249,0.683317,0.014437,0.124858,-27.318236,1.538980,-0.225881,-0.074520,-0.262114,0.220147,0.187455,0.079544,0.077662,0.086473,-0.099406,0.153902,-0.033012,0.003806,0.005257,0.053999,0.012108,0.009288,0.028938,0.127659,0.005421,0.004158,0.004800,0.009446,0.003154,0.043980,0.056692,0.007868,0.265863,0.059805,0.038635,0.448960,0.011118,0.111889,2.045516,0.557984,0.570897,0.438903,0.399579,0.273652,0.292271,0.292411,0.270502,0.222463,0.229153,0.207172,0.200492,0.004542,0.008402,0.051214,0.016198,0.011104,0.028804,0.099616,0.010519,0.007176,0.006220,0.009816,0.004231,0.024759,speech
0.166335,0.023197,3.062517,0.258977,0.233252,1.406934,0.007197,0.300157,-27.687156,1.123318,-0.260261,-0.162025,-0.210911,0.046017,-0.129825,-0.045753,0.106477,0.049917,0.023350,0.083205,0.010899,0.009935,0.006569,0.021337,0.009625,0.011404,0.017460,0.032584,0.005398,0.008578,0.012380,0.012743,0.006382,0.016552,0.091018,0.035913,0.290439,0.078672,0.033834,0.603287,0.005671,0.178687,2.708316,0.880202,0.680963,0.462114,0.412538,0.336270,0.315693,0.283521,0.241280,0.231365,0.213471,0.195761,0.179279,0.012828,0.006595,0.021357,0.011265,0.013190,0.018974,0.031980,0.008695,0.010630,0.013326,0.011402,0.007991,0.010062,speech
0.163784,0.009850,2.997699,0.233279,0.198544,1.522601,0.007493,0.249791,-26.075647,0.168435,-0.150465,-0.829788,-0.776261,0.095524,-0.147803,0.378032,0.060891,0.084036,-0.206316,0.072543,-0.041753,0.011678,0.010907,0.016972,0.013549,0.009164,0.008649,0.007637,0.002401,0.003817,0.007570,0.009113,0.008031,0.011604,0.055242,0.013846,0.319168,0.046332,0.026287,0.488789,0.005366,0.090537,1.508380,0.604006,0.591316,0.470148,0.416157,0.321826,0.309678,0.281980,0.285763,0.269932,0.259225,0.235692,0.221687,0.015815,0.012610,0.020044,0.017164,0.011546,0.008016,0.006792,0.002432,0.003812,0.012504,0.011002,0.011814,0.008430,speech
0.154997,0.012358,3.092922,0.230934,0.198171,1.504074,0.007741,0.252002,-26.296122,0.236321,-0.270879,-0.689256,-0.700136,0.145938,-0.152039,0.329062,0.028770,-0.016717,-0.162820,0.053325,-0.013605,0.015507,0.014206,0.017310,0.013853,0.009139,0.010674,0.010427,0.003650,0.003044,0.004779,0.007405,0.006202,0.013863,0.058194,0.012657,0.251028,0.044845,0.027577,0.448441,0.004667,0.102044,1.333840,0.606521,0.564137,0.463507,0.380162,0.325984,0.283410,0.266451,0.267571,0.260784,0.243134,0.248905,0.243366,0.020527,0.019950,0.021884,0.018931,0.011413,0.012076,0.012123,0.004849,0.003150,0.005992,0.008003,0.008902,0.009563,speech
0.151661,0.001374,3.129310,0.258795,0.250422,1.173421,0.005023,0.254111,-29.034907,1.827458,-0.126395,-0.063976,-0.310476,-0.041628,-0.157382,-0.037102,0.054406,0.036527,-0.028378,0.102008,0.098642,0.011600,0.006595,0.024459,0.013337,0.016966,0.030251,0.021035,0.003615,0.010135,0.013738,0.020092,0.007117,0.015996,0.067013,0.002140,0.156938,0.056451,0.024025,0.505754,0.003074,0.149942,1.246897,0.385464,0.490275,0.339709,0.354369,0.248486,0.256174,0.230525,0.210372,0.191436,0.190624,0.165150,0.172825,0.009997,0.007841,0.017975,0.014391,0.014638,0.023216,0.015438,0.004725,0.009581,0.012835,0.014981,0.007724,0.007442,speech
0.150277,0.002959,3.024948,0.244012,0.227993,1.157025,0.009172,0.244897,-28.561021,1.480864,-0.142941,-0.308142,-0.278430,0.101705,-0.218057,-0.113809,0.004732,-0.023933,-0.047494,-0.009339,-0.051365,0.014771,0.006915,0.019928,0.015952,0.016198,0.020812,0.019166,0.004457,0.012902,0.010903,0.019723,0.011920,0.019568,0.091039,0.005162,0.290406,0.077067,0.030739,0.645218,0.005997,0.169315,1.674813,0.644278,0.697139,0.481713,0.349090,0.326000,0.257219,0.309034,0.296272,0.278441,0.306712,0.281600,0.313246,0.019606,0.009527,0.017344,0.023345,0.021494,0.021333,0.018874,0.006798,0.021547,0.014533,0.019175,0.017527,0.011094,speech
0.174596,0.004615,2.984607,0.263969,0.220916,1.208294,0.010179,0.277998,-27.958553,1.507406,-0.125225,-0.494965,-0.366765,0.109531,-0.252170,-0.078315,0.053740,-0.073977,-0.047691,-0.038311,-0.103362,0.016069,0.008771,0.018998,0.013528,0.012587,0.014918,0.013887,0.004474,0.011921,0.009888,0.017081,0.013568,0.018214,0.124387,0.006904,0.311540,0.103530,0.031517,0.723771,0.006654,0.207330,1.866661,0.714538,0.697262,0.495525,0.438043,0.343068,0.290988,0.335773,0.306021,0.317371,0.330659,0.318262,0.342504,0.022021,0.013079,0.020117,0.019602,0.019071,0.019189,0.014914,0.007225,0.018880,0.013446,0.021283,0.021611,0.011438,speech
0.118573,0.054144,3.107728,0.212943,0.198594,1.078707,0.013029,0.211237,-23.937038,1.419663,0.457277,0.105040,-0.066307,0.213910,0.062558,0.055100,-0.047574,0.071886,-0.095588,0.059908,-0.110810,0.016009,0.004699,0.035223,0.011082,0.027813,0.010629,0.031865,0.003686,0.005816,0.015650,0.026771,0.006464,0.027773,0.091388,0.033056,0.281965,0.080826,0.033413,0.624520,0.009619,0.158259,2.158749,0.922235,0.773896,0.565617,0.526950,0.414375,0.400867,0.388272,0.357332,0.351470,0.328483,0.316458,0.295716,0.024546,0.008198,0.038026,0.016706,0.033507,0.015600,0.037410,0.006441,0.008775,0.021478,0.031659,0.012348,0.014237,speech
0.106653,0.061734,3.091232,0.209390,0.205633,0.950068,0.011943,0.187589,-24.122461,1.669360,0.505667,0.103403,0.182944,0.364725,0.161584,0.164074,-0.113385,-0.004354,-0.093973,0.076987,-0.093865,0.013844,0.003422,0.030567,0.012083,0.034061,0.011050,0.040038,0.002853,0.004333,0.017593,0.032410,0.003417,0.028381,0.073643,0.044369,0.308253,0.067383,0.034771,0.567525,0.009437,0.138102,2.652176,0.864907,0.682855,0.490598,0.535536,0.389823,0.362526,0.315258,0.306411,0.311906,0.285545,0.285289,0.264518,0.018163,0.005899,0.035422,0.018070,0.035072,0.015921,0.039998,0.004985,0.006903,0.023829,0.037300,0.005692,0.013171,speech
0.128589,0.034924,3.098460,0.237620,0.213531,1.146122,0.010147,0.235578,-25.027680,1.434846,0.764120,0.215831,-0.032175,0.344116,0.188337,0.123603,-0.054376,0.008222,-0.063848,0.022469,-0.074148,0.015424,0.003546,0.032619,0.009476,0.033128,0.009529,0.041827,0.002227,0.003694,0.016755,0.029956,0.003490,0.028911,0.085186,0.025396,0.264628,0.082668,0.034776,0.620632,0.007445,0.170381,2.235417,0.838835,0.774245,0.426218,0.502879,0.379947,0.364628,0.336527,0.288777,0.283183,0.286516,0.249259,0.278857,0.022738,0.005470,0.037206,0.014432,0.034153,0.012537,0.041009,0.003893,0.005336,0.023117,0.033982,0.005579,0.013206,speech
0.132687,0.054164,2.972186,0.239982,0.220905,1.023710,0.014897,0.239567,-24.589671,1.683670,0.737625,-0.126307,0.071495,0.248299,0.184458,0.158995,0.040397,0.047679,-0.110387,0.051994,-0.102493,0.016578,0.005145,0.058092,0.012032,0.026640,0.007214,0.042210,0.002354,0.003608,0.012992,0.027812,0.004817,0.031406,0.119121,0.042486,0.438706,0.111516,0.037937,0.727832,0.012768,0.214348,3.203828,0.968011,0.789771,0.576776,0.508107,0.430448,0.357519,0.314128,0.340111,0.281288,0.305179,0.290474,0.306722,0.025612,0.008481,0.061644,0.020786,0.033440,0.009304,0.048921,0.004149,0.005386,0.019271,0.031803,0.008037,0.017840,speech
0.164242,0.002340,3.075862,0.259091,0.242516,1.365550,0.005558,0.285717,-28.833807,1.247380,-0.389470,-0.211853,-0.456801,-0.053970,-0.131453,-0.057315,0.004979,0.096280,0.084219,0.079966,-0.003036,0.008934,0.006527,0.019578,0.010029,0.010330,0.021036,0.035119,0.006252,0.010421,0.010284,0.014197,0.007039,0.016093,0.071737,0.003833,0.252802,0.066656,0.034738,0.501173,0.003393,0.165339,2.021306,0.479579,0.493397,0.395350,0.359681,0.304762,0.310594,0.232101,0.239953,0.202251,0.231820,0.215953,0.204126,0.009731,0.008256,0.015714,0.012594,0.011538,0.017714,0.029831,0.008652,0.011447,0.009415,0.011105,0.009135,0.008151,speech
0.156667,0.001990,3.068435,0.262234,0.257878,1.255181,0.004036,0.264522,-27.690691,1.666119,-0.299582,0.090502,-0.187428,-0.109402,-0.155255,0.025026,-0.056260,0.154271,-0.028519,0.172919,0.079125,0.009538,0.005974,0.028862,0.011602,0.014338,0.023530,0.042268,0.003356,0.010513,0.010981,0.019216,0.004962,0.017104,0.052576,0.002668,0.226154,0.047489,0.023228,0.428484,0.002160,0.143284,1.102661,0.336950,0.334731,0.278833,0.306949,0.213862,0.228235,0.193385,0.237854,0.156479,0.180204,0.164809,0.152765,0.008067,0.005619,0.017839,0.010601,0.010516,0.020131,0.033187,0.003107,0.009809,0.008882,0.010206,0.004405,0.009053,speech
0.118895,0.014078,2.858245,0.205983,0.205041,0.882622,0.012209,0.192626,-27.172417,1.964709,0.148204,-0.175366,-0.067846,-0.020604,-0.086182,-0.098304,-0.073626,0.026594,-0.142402,0.098294,-0.018193,0.012678,0.005807,0.016276,0.010834,0.014816,0.024792,0.045142,0.003823,0.011790,0.021285,0.018417,0.004461,0.021887,0.095662,0.015598,0.494874,0.100605,0.051138,0.647150,0.008196,0.178838,3.138585,1.019791,0.797975,0.518011,0.479818,0.372406,0.307303,0.300680,0.270802,0.260695,0.232908,0.241688,0.214661,0.016077,0.008088,0.019852,0.013575,0.015985,0.031765,0.038660,0.005966,0.015670,0.020322,0.019947,0.005782,0.012427,speech
0.078760,0.044449,2.998588,0.157779,0.169139,0.731672,0.017251,0.142417,-24.524835,1.307748,0.118370,-0.459022,-0.057990,0.251581,-0.079965,0.228590,-0.089714,0.011792,-0.136627,-0.015677,-0.069561,0.014899,0.009008,0.020670,0.014628,0.019679,0.011931,0.077504,0.004311,0.006477,0.008782,0.017009,0.010371,0.033762,0.036157,0.042034,0.349871,0.031992,0.035824,0.405507,0.010318,0.080498,2.709039,0.928168,1.019172,0.704962,0.494679,0.435314,0.334601,0.317342,0.328894,0.311230,0.360411,0.338492,0.342862,0.021522,0.014501,0.023378,0.022373,0.021971,0.018295,0.098862,0.007984,0.011146,0.013588,0.020979,0.016741,0.023383,speech
0.113074,0.027926,2.885989,0.202778,0.215028,0.762584,0.013883,0.170535,-26.369110,2.428915,0.206506,0.061786,-0.190743,-0.024906,0.173967,0.059223,-0.021020,0.087993,-0.078039,0.065546,-0.004149,0.013215,0.005288,0.025221,0.018239,0.034606,0.019326,0.037569,0.002775,0.007556,0.016124,0.017744,0.007365,0.022687,0.110813,0.031187,0.462811,0.107460,0.041502,0.749987,0.009806,0.204327,2.799564,1.014697,0.800986,0.424025,0.488171,0.330767,0.356420,0.247617,0.286184,0.233877,0.234513,0.195826,0.211876,0.015567,0.007687,0.024962,0.020591,0.029344,0.021037,0.037083,0.005534,0.011257,0.017911,0.019733,0.011883,0.011907,speech
0.123833,0.056733,3.025131,0.235990,0.216714,1.070649,0.012119,0.217235,-24.350477,1.477937,0.638963,-0.011695,0.076475,0.336665,0.163119,0.051365,0.008177,0.000637,-0.020526,0.057290,-0.084810,0.013175,0.004219,0.036615,0.011012,0.031470,0.008489,0.034925,0.003359,0.005903,0.016526,0.029719,0.003467,0.026981,0.085836,0.040880,0.391558,0.081820,0.032728,0.654237,0.009844,0.167624,2.653968,0.960272,0.856952,0.553424,0.508542,0.399738,0.384936,0.337481,0.325491,0.318902,0.296688,0.299781,0.272436,0.020662,0.006957,0.041242,0.017092,0.036170,0.012664,0.036657,0.006351,0.008757,0.021992,0.038553,0.005796,0.014133,speech
0.113144,0.059375,3.052325,0.220911,0.209015,0.964472,0.013201,0.194138,-24.429922,1.595423,0.597995,0.030029,0.059150,0.300783,0.188041,0.107639,0.037489,0.018788,-0.073077,0.033133,-0.143925,0.015844,0.004707,0.037622,0.011301,0.025684,0.006704,0.051834,0.003090,0.005655,0.017334,0.027329,0.003876,0.029448,0.092024,0.044680,0.392493,0.090832,0.037094,0.632447,0.011589,0.165267,3.090227,0.976577,0.999227,0.525191,0.516482,0.434730,0.359963,0.312191,0.301971,0.283353,0.290445,0.293950,0.295438,0.022680,0.008323,0.043757,0.019869,0.029836,0.008418,0.058307,0.005371,0.008962,0.022594,0.030833,0.006277,0.016463,speech
0.101290,0.004109,2.905751,0.211517,0.224174,0.842941,0.011251,0.151234,-28.217397,1.342621,0.095068,0.028856,-0.337225,0.215393,-0.076835,0.041177,-0.028788,0.173725,0.013484,0.197041,0.023908,0.005171,0.003119,0.046874,0.006314,0.009769,0.028061,0.133234,0.004379,0.004829,0.009442,0.010140,0.003872,0.042819,0.068760,0.005840,0.295547,0.069295,0.042960,0.509464,0.007620,0.139517,2.115842,0.653662,0.657893,0.409678,0.407703,0.335022,0.314450,0.260207,0.268348,0.210231,0.209165,0.208074,0.177504,0.006375,0.004348,0.045305,0.008778,0.011541,0.026168,0.100804,0.008202,0.007267,0.013473,0.009691,0.005737,0.025527,speech
0.105142,0.034136,2.976131,0.206647,0.211658,0.951349,0.010813,0.182145,-24.863679,1.858545,0.544753,0.232100,-0.196561,-0.021218,0.203159,-0.081048,0.018750,0.074719,-0.047644,0.070300,0.000065,0.013834,0.004615,0.043687,0.019069,0.030250,0.016554,0.028786,0.002951,0.008067,0.016147,0.018823,0.005300,0.024401,0.075647,0.034502,0.359467,0.076553,0.035577,0.638077,0.006487,0.154095,2.563108,0.845758,0.682150,0.478998,0.495392,0.309443,0.348419,0.260390,0.271133,0.223214,0.235824,0.210062,0.213153,0.018619,0.007157,0.043562,0.024524,0.028392,0.021976,0.026640,0.004777,0.010407,0.017004,0.020849,0.008373,0.012579,speech
0.055640,0.002998,2.805521,0.177894,0.233360,0.339667,0.018174,0.057659,-28.671451,1.979533,0.033297,0.060212,-0.036622,0.251673,-0.029904,0.110779,0.050360,0.207304,0.054988,0.171725,0.059432,0.003176,0.001728,0.075525,0.005828,0.007237,0.028532,0.190600,0.002319,0.004693,0.006157,0.014856,0.002749,0.060151,0.034041,0.002665,0.307965,0.044179,0.027554,0.265177,0.013058,0.061741,1.489707,0.429586,0.586806,0.381065,0.325134,0.260624,0.221010,0.237963,0.232478,0.201919,0.192904,0.169606,0.166003,0.004297,0.002629,0.065281,0.010685,0.010378,0.027768,0.106083,0.004552,0.008338,0.007974,0.014997,0.004846,0.025416,speech
0.138457,0.005702,2.992451,0.240385,0.224573,1.085115,0.008221,0.224985,-27.176619,1.513488,-0.263012,-0.061447,-0.428174,0.245926,-0.171936,0.007662,-0.058981,0.171451,0.041204,0.076614,-0.003639,0.007040,0.005645,0.013981,0.010396,0.016803,0.033560,0.029957,0.009054,0.010073,0.015687,0.013906,0.006483,0.020404,0.097718,0.007764,0.296304,0.087120,0.033786,0.572644,0.004497,0.179986,2.092750,0.573463,0.787774,0.371150,0.394997,0.363498,0.303174,0.238706,0.251209,0.218693,0.202844,0.184267,0.164303,0.008332,0.008360,0.015145,0.014581,0.020837,0.028655,0.032297,0.017076,0.014310,0.018029,0.014769,0.009305,0.009831,speech
0.117259,0.004488,3.069815,0.225946,0.238817,0.932044,0.005757,0.173424,-27.028871,1.685939,-0.387991,-0.043944,-0.192610,0.214510,-0.178698,0.096439,0.014552,0.062478,-0.018378,0.124012,0.020814,0.005123,0.004798,0.031050,0.025226,0.016683,0.025101,0.038747,0.009107,0.006048,0.009733,0.016023,0.005291,0.021582,0.054921,0.005251,0.208868,0.051509,0.030325,0.381561,0.003246,0.110180,1.651581,0.431842,0.513565,0.404849,0.335079,0.354199,0.270473,0.289727,0.225990,0.197604,0.211134,0.174003,0.176676,0.004764,0.004840,0.021751,0.024687,0.013632,0.021595,0.038665,0.015041,0.006801,0.009039,0.012618,0.005800,0.010583,speech
0.102094,0.054085,3.031208,0.183278,0.179298,1.029250,0.012923,0.174719,-24.039084,0.942348,-0.029307,0.159688,-0.204253,0.231792,-0.003061,0.100636,-0.218464,0.046610,-0.167423,0.128712,-0.033041,0.011432,0.005473,0.019360,0.011574,0.019246,0.012217,0.072126,0.004574,0.005270,0.012666,0.015334,0.004332,0.030396,0.054251,0.040750,0.335475,0.040133,0.036809,0.499679,0.007940,0.098000,2.669891,0.865459,0.833610,0.517022,0.526249,0.413874,0.389969,0.363835,0.340015,0.303665,0.349889,0.329287,0.303530,0.017608,0.009100,0.023945,0.015389,0.023250,0.014862,0.079211,0.007697,0.007542,0.017146,0.018260,0.007247,0.021290,speech
0.069567,0.020451,2.902320,0.160724,0.191942,0.474277,0.012065,0.119894,-25.699734,2.770721,0.367059,0.224015,0.224883,0.222544,0.090080,0.047436,0.091346,0.102733,-0.005220,0.189396,-0.018422,0.009195,0.002781,0.024215,0.008954,0.037049,0.007546,0.035481,0.002073,0.005470,0.039280,0.061070,0.002979,0.028615,0.073835,0.016801,0.325570,0.087697,0.034395,0.549332,0.009102,0.148083,1.733183,0.884550,0.651114,0.428847,0.393761,0.305464,0.336081,0.295124,0.292994,0.237530,0.238715,0.226320,0.192925,0.010784,0.004177,0.021563,0.008017,0.035788,0.007631,0.029899,0.003268,0.005801,0.029810,0.042039,0.004234,0.011000,speech
0.131759,0.003434,2.969033,0.238306,0.234568,1.075399,0.006790,0.212940,-27.781103,1.596082,-0.160637,-0.083686,-0.307933,0.061748,-0.213961,0.179371,-0.028608,0.133497,-0.079579,0.105322,-0.002686,0.010201,0.006224,0.028575,0.018390,0.019570,0.026941,0.044356,0.003714,0.005903,0.009617,0.015665,0.006869,0.022622,0.072351,0.004664,0.299866,0.069772,0.037601,0.467863,0.003831,0.137290,2.112215,0.482353,0.599327,0.396863,0.371888,0.320045,0.281923,0.262310,0.268399,0.200586,0.258616,0.184780,0.180113,0.011770,0.007299,0.021953,0.019818,0.020077,0.021053,0.047340,0.006835,0.007725,0.009082,0.012788,0.008350,0.012272,speech
0.128227,0.058327,3.036418,0.242360,0.220337,1.110055,0.012509,0.234679,-24.440092,1.475847,0.587223,-0.016855,0.040846,0.204174,0.026491,-0.077283,-0.189306,-0.157731,-0.168199,-0.055920,-0.140694,0.020667,0.003761,0.043942,0.017861,0.027180,0.012509,0.042224,0.003471,0.004797,0.010322,0.024580,0.002774,0.031104,0.099549,0.044317,0.362780,0.091698,0.033744,0.683585,0.009024,0.192921,2.703295,0.933593,0.842045,0.588566,0.481736,0.468089,0.374886,0.359392,0.356411,0.328825,0.375923,0.355865,0.368620,0.030528,0.006616,0.049360,0.027226,0.035010,0.021967,0.051492,0.006619,0.008157,0.015114,0.029668,0.004693,0.017623,speech
0.184099,0.014126,3.002516,0.274853,0.226513,1.259385,0.010464,0.292151,-27.560287,1.132344,-0.481077,-0.263800,-0.126202,0.005385,-0.192988,-0.241826,-0.101829,-0.032069,-0.057214,0.017429,-0.064528,0.011963,0.005372,0.016881,0.011909,0.015239,0.016033,0.018661,0.006835,0.009702,0.011017,0.015539,0.008460,0.017761,0.137351,0.021520,0.375336,0.122057,0.038208,0.668364,0.007364,0.225338,2.270932,0.835442,0.916885,0.575051,0.454001,0.366279,0.304858,0.323184,0.325253,0.313241,0.335377,0.323178,0.316172,0.019203,0.006939,0.022057,0.018602,0.023460,0.019359,0.019848,0.011451,0.014836,0.015595,0.020544,0.014872,0.011388,speech
0.094503,0.023807,2.811311,0.182613,0.198269,0.682817,0.011110,0.144077,-25.786455,2.347320,0.328945,-0.152081,-0.327678,0.071800,0.080580,0.057044,0.033560,0.045229,-0.120787,0.065985,-0.077382,0.023011,0.006828,0.034711,0.016222,0.018281,0.015633,0.030792,0.003748,0.007973,0.016538,0.027886,0.009743,0.020579,0.084292,0.026090,0.459144,0.089391,0.043408,0.579244,0.006859,0.155785,3.006052,0.812804,0.784110,0.444733,0.421470,0.378438,0.318338,0.274279,0.245714,0.222299,0.214842,0.204626,0.188737,0.022241,0.009102,0.025304,0.019934,0.015855,0.014864,0.030592,0.006355,0.009884,0.015834,0.023777,0.013316,0.009775,speech
0.146826,0.002621,3.088500,0.257099,0.248651,1.169766,0.005028,0.233091,-28.410845,1.600430,-0.135277,0.077617,-0.317607,0.088523,-0.282712,-0.072515,-0.060344,0.094642,0.003655,0.127441,0.034372,0.008063,0.006441,0.026052,0.014133,0.014489,0.040412,0.048962,0.004103,0.006061,0.010330,0.014107,0.004683,0.022060,0.068796,0.004481,0.221290,0.061427,0.030765,0.424876,0.003854,0.128977,2.117280,0.464913,0.574349,0.357711,0.340001,0.342465,0.284813,0.244740,0.193632,0.187474,0.191475,0.173901,0.157953,0.008912,0.007945,0.021811,0.021800,0.016521,0.026996,0.035604,0.006953,0.006293,0.011132,0.010447,0.004998,0.009239,speech
0.139052,0.006261,2.955013,0.241531,0.226901,1.036994,0.008035,0.229607,-27.049759,1.655059,0.129550,-0.309340,-0.205537,0.040813,-0.148081,0.142905,0.114894,0.110958,-0.078211,0.074697,-0.034832,0.010155,0.008241,0.024776,0.008908,0.013794,0.034664,0.040897,0.003183,0.006190,0.012277,0.015839,0.010332,0.021871,0.091115,0.007974,0.288204,0.082430,0.033538,0.628613,0.004532,0.184059,2.273154,0.750063,0.716947,0.485203,0.465747,0.328643,0.323641,0.272198,0.258010,0.231693,0.215221,0.196660,0.187680,0.012627,0.012004,0.022013,0.010317,0.015450,0.032678,0.039822,0.005668,0.007917,0.014548,0.017847,0.014128,0.010990,speech
0.143494,0.071877,3.052674,0.233960,0.210832,1.203641,0.009725,0.237801,-22.667723,1.419105,0.351678,0.174497,0.061100,0.335703,0.170879,0.157472,0.001401,0.187054,-0.094922,0.017273,-0.075382,0.012453,0.003907,0.032375,0.007268,0.032445,0.007449,0.029483,0.003316,0.005515,0.018324,0.017273,0.004712,0.021275,0.107953,0.047543,0.319630,0.091248,0.030221,0.728258,0.005612,0.190118,1.794996,0.901480,0.905841,0.434712,0.475120,0.356548,0.330146,0.285097,0.256527,0.238728,0.257352,0.236842,0.230996,0.018545,0.005232,0.039645,0.007974,0.037077,0.008407,0.029137,0.004911,0.007163,0.021852,0.019879,0.006751,0.012587,speech
0.121435,0.056357,3.072104,0.209511,0.191405,1.173838,0.011614,0.224679,-23.594692,1.126002,0.859287,0.062700,-0.149831,0.192180,0.146744,0.047423,0.022217,0.053911,-0.029632,0.051882,-0.018986,0.007736,0.003620,0.038564,0.011892,0.033250,0.008185,0.051922,0.002419,0.003653,0.014336,0.014916,0.003598,0.027985,0.084202,0.037989,0.281190,0.067715,0.029175,0.632903,0.008926,0.144847,2.027698,0.887469,0.800622,0.487067,0.496188,0.376565,0.371544,0.297981,0.309032,0.253493,0.257974,0.242561,0.223940,0.010647,0.005229,0.048394,0.015109,0.034792,0.009397,0.048964,0.003609,0.004565,0.016469,0.019745,0.004415,0.017356,speech
0.096487,0.062373,3.038676,0.190034,0.186088,0.890749,0.013005,0.173975,-24.188146,1.281208,0.377669,-0.115916,-0.091337,0.329161,0.034655,0.108633,0.036913,0.072826,-0.001427,0.096087,-0.076124,0.012314,0.005522,0.025613,0.009145,0.019152,0.008698,0.081907,0.003460,0.005547,0.016969,0.020188,0.007608,0.036150,0.069935,0.049937,0.338003,0.065086,0.042882,0.493553,0.008961,0.125197,2.946984,0.759094,0.797726,0.574918,0.487855,0.401586,0.367408,0.350066,0.364011,0.356424,0.350226,0.314489,0.301029,0.017374,0.008888,0.028797,0.014845,0.024185,0.013571,0.092178,0.005997,0.007556,0.022079,0.025137,0.012915,0.024678,speech
0.100574,0.056934,3.068380,0.197770,0.193014,0.969728,0.013301,0.183527,-23.886487,1.381985,0.312252,-0.056289,-0.001263,0.172578,-0.138311,-0.087423,-0.128266,-0.098304,-0.062947,0.021359,-0.062746,0.019566,0.005188,0.032759,0.016072,0.020077,0.013159,0.054416,0.003880,0.008275,0.012848,0.022977,0.005674,0.031967,0.063030,0.041606,0.298718,0.056691,0.036122,0.531768,0.008826,0.129663,2.433899,0.862307,0.823025,0.588956,0.458789,0.417332,0.382418,0.325904,0.356799,0.324867,0.360042,0.348082,0.346454,0.026258,0.009170,0.038708,0.023724,0.025002,0.020411,0.066394,0.007010,0.012370,0.016887,0.022835,0.010016,0.019337,speech
